Stake	Date	Latitude	Longitude	Elevation	Days	SMB	t2m	sf	PDD
CN	2008-03-09	-62.1647298394	-58.9138851851	110.0	7	-0.11949	1.1946335	0.0002782084	9.726685
CN	2008-11-06	-62.1647298394	-58.9138851851	110.0	242	0.2692799999999999	-2.7472892	0.47050425	14.649292
CN	2008-11-13	-62.1647298394	-58.9138851851	110.0	7	-0.0064999999999999	-2.157238	0.0209564	0.0
CN	2008-11-21	-62.1647298394	-58.9138851851	110.0	8	0.0042	-0.88690865	0.0070662824	1.2153931
CN	2008-11-28	-62.1647298394	-58.9138851851	110.0	7	-0.0865	0.3567543	0.0017112349	3.6903076
CN	2008-12-05	-62.1647298394	-58.9138851851	110.0	7	-0.1251	0.03668976	0.0009645205	2.3590393
CN	2008-12-13	-62.1647298394	-58.9138851851	110.0	8	0.0083	-0.8190918	0.011460867	0.0
CN	2008-12-19	-62.1647298394	-58.9138851851	110.0	6	-0.1109	0.36787197	0.0019074351	3.6191406
CN	2008-12-26	-62.1647298394	-58.9138851851	110.0	7	-0.0491	0.14816284	0.0033592044	3.0735168
CN	2009-01-02	-62.1647298394	-58.9138851851	110.0	7	-0.0141	-0.35803604	0.01172328	0.2859192
CN	2009-01-09	-62.1647298394	-58.9138851851	110.0	7	-0.1339	0.58029556	0.001727638	4.738312
CN	2009-01-17	-62.1647298394	-58.9138851851	110.0	8	-0.262	1.2260132	0.00018800411	11.034119
CN	2009-01-24	-62.1647298394	-58.9138851851	110.0	7	-0.0959999999999999	0.5047035	0.027771477	4.037628
CN	2009-01-30	-62.1647298394	-58.9138851851	110.0	6	-0.174	1.4554138	4.1200314e-05	10.187897
CN	2009-02-06	-62.1647298394	-58.9138851851	110.0	7	-0.0629999999999999	0.25507355	0.014866563	3.2973022
CN	2009-02-13	-62.1647298394	-58.9138851851	110.0	7	-0.099	1.0697441	0.000876016	8.99173
CN	2009-02-21	-62.1647298394	-58.9138851851	110.0	8	-0.0809999999999999	0.37765163	0.011263422	4.5758057
CN	2009-02-28	-62.1647298394	-58.9138851851	110.0	7	-0.054	0.7677345	0.0017620007	6.3865967
CN	2009-03-01	-62.1647298394	-58.9138851851	110.0	1	-0.0269999999999998	-0.3066101	0.00039157993	0.0
CN	2009-03-27	-62.1647298394	-58.9138851851	110.0	26	-0.315	0.77605635	0.02475149	23.024414
CN	2009-11-18	-62.1647298394	-58.9138851851	110.0	236	2.5047	-5.1941285	0.6435424	0.6154175
CN	2009-12-07	-62.1647298394	-58.9138851851	110.0	19	0.1815	-1.7068619	0.063479856	0.0
CN	2009-12-21	-62.1647298394	-58.9138851851	110.0	14	-0.1162	-0.34583944	0.011918922	2.9986572
CN	2009-12-28	-62.1647298394	-58.9138851851	110.0	7	-0.1126	-0.3638649	0.025962185	0.6336975
CN	2010-01-11	-62.1647298394	-58.9138851851	110.0	14	-0.0445	-0.9886251	0.010161627	0.0
CN	2010-01-18	-62.1647298394	-58.9138851851	110.0	7	-0.0736	-0.14617538	0.0079913335	2.293274
CN	2010-01-25	-62.1647298394	-58.9138851851	110.0	7	-0.1075	0.26413727	0.0019988464	3.1921692
CN	2010-02-01	-62.1647298394	-58.9138851851	110.0	7	-0.047	-0.34230042	0.011110281	1.0222168
CN	2010-02-15	-62.1647298394	-58.9138851851	110.0	14	0.1714	-0.6811381	0.044821832	0.31677246
CN	2010-02-22	-62.1647298394	-58.9138851851	110.0	7	-0.0867	-0.7494087	0.0007789441	0.46557617
CN	2010-03-01	-62.1647298394	-58.9138851851	110.0	7	0.04	-0.9114647	0.019945825	0.45932007
CN	2010-03-08	-62.1647298394	-58.9138851851	110.0	7	-0.1314999999999999	0.33961487	0.000237055	5.0818176
CN	2010-03-15	-62.1647298394	-58.9138851851	110.0	7	-0.0057	-0.8491516	0.0026988392	3.856079
CN	2010-03-23	-62.1647298394	-58.9138851851	110.0	8	-0.0642999999999999	-2.314799	0.049048424	0.0
CN	2010-03-29	-62.1647298394	-58.9138851851	110.0	6	0.2089999999999999	-0.91230994	0.010391535	0.9737549
CN	2010-04-05	-62.1647298394	-58.9138851851	110.0	7	0.0352000000000001	-0.05589676	0.01208237	2.3148804
CN	2010-04-12	-62.1647298394	-58.9138851851	110.0	7	-0.0523	0.081214905	0.0028690854	2.492279
CN	2010-04-14	-62.1647298394	-58.9138851851	110.0	2	-0.0023999999999999	-0.06890869	0.0051890574	0.36029053
CN	2010-04-20	-62.1647298394	-58.9138851851	110.0	6	-0.1106	-3.3557913	0.02906397	0.86239624
CN	2010-05-13	-62.1647298394	-58.9138851851	110.0	23	0.0640999999999999	-5.5932007	0.0657503	0.7640686
CN	2010-05-20	-62.1647298394	-58.9138851851	110.0	7	0.035	-2.5671616	0.027950222	0.0
CN	2010-11-09	-62.1647298394	-58.9138851851	110.0	173	0.4941999999999998	-2.9282897	0.42187494	0.710907
CN	2010-11-29	-62.1647298394	-58.9138851851	110.0	20	-0.0828999999999999	-0.6557748	0.049294602	0.49957275
CN	2010-12-11	-62.1647298394	-58.9138851851	110.0	12	0.0864000000000001	-1.7962506	0.03157043	0.0
CN	2010-12-21	-62.1647298394	-58.9138851851	110.0	10	-0.0089100000000001	-1.0307645	0.02080341	0.0
CN	2010-12-30	-62.1647298394	-58.9138851851	110.0	9	0.0646399999999999	-0.02218628	0.020427978	1.9682312
CN	2011-01-07	-62.1647298394	-58.9138851851	110.0	8	-0.1729499999999998	0.34116957	0.0038736416	3.4450073
CN	2011-01-15	-62.1647298394	-58.9138851851	110.0	8	-0.0890800000000001	-0.302575	0.0051348535	0.16488647
CN	2011-01-23	-62.1647298394	-58.9138851851	110.0	8	0.0099900000000002	-0.6080153	0.007999655	0.0
CN	2011-01-31	-62.1647298394	-58.9138851851	110.0	8	-0.0555900000000001	0.44392565	0.0134482235	4.840851
CN	2011-02-07	-62.1647298394	-58.9138851851	110.0	7	-0.0495	0.4142151	0.007678802	3.6331177
CN	2011-02-15	-62.1647298394	-58.9138851851	110.0	8	-0.1472999999999999	1.09906	0.010230048	10.01062
CN	2011-02-25	-62.1647298394	-58.9138851851	110.0	10	-0.27576	1.428919	0.0048142527	15.718109
CN	2011-03-14	-62.1647298394	-58.9138851851	110.0	17	-0.2754399999999999	1.0560049	0.007643615	20.599274
CN	2011-03-22	-62.1647298394	-58.9138851851	110.0	8	-0.1448	0.01679484	0.007650613	3.7824707
CN	2011-04-06	-62.1647298394	-58.9138851851	110.0	15	0.097	-2.4877148	0.045858726	0.8654785
CN	2011-04-24	-62.1647298394	-58.9138851851	110.0	18	0.0468699999999999	-4.4165616	0.06708296	0.14315796
CN	2011-05-10	-62.1647298394	-58.9138851851	110.0	16	-0.0203599999999999	-5.418335	0.0434812	0.0
CN	2011-05-24	-62.1647298394	-58.9138851851	110.0	14	0.1176099999999999	-3.1521952	0.020930957	0.34545898
CN	2011-06-07	-62.1647298394	-58.9138851851	110.0	14	0.0484199999999999	-3.513263	0.039003104	0.81518555
CN	2011-06-20	-62.1647298394	-58.9138851851	110.0	13	0.0029599999999999	-6.832733	0.026443549	0.0
CN	2011-07-05	-62.1647298394	-58.9138851851	110.0	15	0.0136599999999999	-4.893408	0.04793468	0.0
CN	2011-07-19	-62.1647298394	-58.9138851851	110.0	14	-0.0340399999999999	-7.0770345	0.021053832	0.0
CN	2011-08-07	-62.1647298394	-58.9138851851	110.0	19	0.0540399999999999	-14.03024	0.03243607	0.0
CN	2011-08-22	-62.1647298394	-58.9138851851	110.0	15	0.07748	-7.5780525	0.022508103	0.0
CN	2011-09-06	-62.1647298394	-58.9138851851	110.0	15	0.04256	-4.3089237	0.025545262	0.0
CN	2011-09-22	-62.1647298394	-58.9138851851	110.0	16	-0.0162	-7.3177776	0.050467245	0.0
CN	2011-10-06	-62.1647298394	-58.9138851851	110.0	14	0.0832999999999999	-5.267922	0.0146555845	0.0
CN	2011-10-20	-62.1647298394	-58.9138851851	110.0	14	0.0221	-1.7620118	0.02388516	0.0
CN	2011-11-17	-62.1647298394	-58.9138851851	110.0	28	0.05072	-1.3192496	0.08928436	0.4284668
CN	2011-12-04	-62.1647298394	-58.9138851851	110.0	17	0.01268	-1.7915988	0.03373712	0.1156311
CN	2011-12-19	-62.1647298394	-58.9138851851	110.0	15	-0.2313600000000001	0.14844704	0.014183918	4.7196655
CN	2012-01-07	-62.1647298394	-58.9138851851	110.0	19	-0.17964	-0.33855742	0.035416454	0.73876953
CN	2012-01-20	-62.1647298394	-58.9138851851	110.0	13	-0.24	0.28196716	0.0068713743	4.908203
CN	2012-02-04	-62.1647298394	-58.9138851851	110.0	15	-0.2958	0.16727448	0.007514103	4.6619263
CN	2012-02-19	-62.1647298394	-58.9138851851	110.0	15	0.0108	0.21188354	0.012092486	9.645782
CN	2012-03-04	-62.1647298394	-58.9138851851	110.0	14	-0.306	-0.70367026	0.004307989	6.5132446
CN	2012-03-17	-62.1647298394	-58.9138851851	110.0	13	-0.1804	0.8248269	0.0023677715	12.029266
CN	2012-03-30	-62.1647298394	-58.9138851851	110.0	13	-0.0164	-1.5716531	0.020559724	0.73843384
R2	2007-12-09	-62.1763629826	-58.8985039891	116.0	31	0.1325800000000001	-2.0905552	0.060473308	0.61557007
R2	2007-12-18	-62.1763629826	-58.8985039891	116.0	9	-0.00343	-1.0428956	0.005512779	0.0
R2	2007-12-26	-62.1763629826	-58.8985039891	116.0	8	-0.05891	-0.6267293	0.007125888	0.0
R2	2008-01-05	-62.1763629826	-58.8985039891	116.0	10	-0.1512399999999999	0.095575504	0.009094913	3.677063
R2	2008-01-12	-62.1763629826	-58.8985039891	116.0	7	-0.0198	-0.58901215	0.009206373	0.0
R2	2008-01-19	-62.1763629826	-58.8985039891	116.0	7	-0.0511999999999999	-0.24410248	0.0042865686	1.4280701
R2	2008-01-26	-62.1763629826	-58.8985039891	116.0	7	-0.19904	1.1888733	0.004887358	9.510986
R2	2008-02-02	-62.1763629826	-58.8985039891	116.0	7	-0.10984	0.7774544	2.7733156e-05	6.219635
R2	2008-02-09	-62.1763629826	-58.8985039891	116.0	7	0.012	-0.062236786	0.009557168	0.6668701
R2	2008-02-16	-62.1763629826	-58.8985039891	116.0	7	-0.14157	1.066555	0.00012025237	8.656067
R2	2008-02-24	-62.1763629826	-58.8985039891	116.0	8	-0.12933	1.3716092	0.0019542915	12.344482
R2	2008-03-02	-62.1763629826	-58.8985039891	116.0	7	-0.17622	0.6610489	0.014357213	7.1792297
R2	2008-03-07	-62.1763629826	-58.8985039891	116.0	5	-0.16	1.3666433	0.000244354	8.19986
R2	2008-03-09	-62.1763629826	-58.8985039891	116.0	2	-0.06	0.60860187	0.00027799176	2.0494385
R2	2008-11-03	-62.1763629826	-58.8985039891	116.0	239	0.7857999999999999	-2.791979	0.4692993	13.466461
R2	2008-11-13	-62.1763629826	-58.8985039891	116.0	10	-0.1394999999999999	-2.5797396	0.022290135	0.0
R2	2008-11-21	-62.1763629826	-58.8985039891	116.0	8	0.1472199999999999	-0.94092476	0.0070662824	1.0533447
R2	2008-11-28	-62.1763629826	-58.8985039891	116.0	7	-0.15696	0.3027382	0.0017112349	3.4742432
R2	2008-12-05	-62.1763629826	-58.8985039891	116.0	7	-0.08546	-0.017326355	0.0009645205	2.0889587
R2	2008-12-09	-62.1763629826	-58.8985039891	116.0	4	0.02563	-1.1263855	0.0037737014	0.0
R2	2008-12-13	-62.1763629826	-58.8985039891	116.0	4	-0.02773	-0.53810424	0.008963645	0.0
R2	2008-12-19	-62.1763629826	-58.8985039891	116.0	6	-0.072	0.31385586	0.0019074351	3.34906
R2	2008-12-26	-62.1763629826	-58.8985039891	116.0	7	-0.06128	0.09414673	0.0033592044	2.9114685
R2	2009-01-02	-62.1763629826	-58.8985039891	116.0	7	-0.0293999999999999	-0.41205215	0.01172328	0.23190308
R2	2009-01-09	-62.1763629826	-58.8985039891	116.0	7	-0.13122	0.52627945	0.001727638	4.360199
R2	2009-01-17	-62.1763629826	-58.8985039891	116.0	8	-0.2382999999999999	1.1719971	0.00018800411	10.547974
R2	2009-01-24	-62.1763629826	-58.8985039891	116.0	7	-0.078	0.4506874	0.027771477	3.6194458
R2	2009-01-30	-62.1763629826	-58.8985039891	116.0	6	-0.219	1.4013977	4.1200314e-05	9.809784
R2	2009-01-31	-62.1763629826	-58.8985039891	116.0	1	-0.0359999999999999	0.97998047	0.0008162891	1.9599609
R2	2009-02-06	-62.1763629826	-58.8985039891	116.0	6	-0.024	0.038473945	0.014866563	1.742096
R2	2009-02-13	-62.1763629826	-58.8985039891	116.0	7	-0.2729999999999999	1.015728	0.000876016	8.613617
R2	2009-02-21	-62.1763629826	-58.8985039891	116.0	8	-0.036	0.32363552	0.011263422	4.251709
R2	2009-02-28	-62.1763629826	-58.8985039891	116.0	7	-0.1979999999999999	0.7137184	0.0017620007	6.008484
R2	2009-03-01	-62.1763629826	-58.8985039891	116.0	1	-0.0179999999999999	-0.36062622	0.00039157993	0.0
R2	2009-03-27	-62.1763629826	-58.8985039891	116.0	26	2.5844	0.72204024	0.02475149	21.890076
R2	2009-11-12	-62.1763629826	-58.8985039891	116.0	230	-0.5444999999999999	-5.313062	0.64132583	0.43728638
R2	2009-12-13	-62.1763629826	-58.8985039891	116.0	31	0.2029999999999999	-1.9235811	0.074435025	0.0
R2	2009-12-21	-62.1763629826	-58.8985039891	116.0	8	-0.1731999999999999	0.22211033	0.0031687277	2.5907898
R2	2009-12-28	-62.1763629826	-58.8985039891	116.0	7	-0.1372	-0.417881	0.025962185	0.47164917
R2	2010-01-11	-62.1763629826	-58.8985039891	116.0	14	0.0275	-1.0426412	0.010161627	0.0
R2	2010-01-18	-62.1763629826	-58.8985039891	116.0	7	-0.0768	-0.2001915	0.0079913335	2.0772095
R2	2010-01-25	-62.1763629826	-58.8985039891	116.0	7	-0.1311999999999999	0.21012115	0.0019988464	2.9220886
R2	2010-02-01	-62.1763629826	-58.8985039891	116.0	7	0.0113999999999998	-0.39631653	0.011110281	0.9141846
R2	2010-02-15	-62.1763629826	-58.8985039891	116.0	14	-0.0368999999999999	-0.7351542	0.044821832	0.26275635
R2	2010-02-22	-62.1763629826	-58.8985039891	116.0	7	-0.0232999999999999	-0.80342484	0.0007789441	0.35101318
R2	2010-03-01	-62.1763629826	-58.8985039891	116.0	7	0.0079	-0.9654808	0.019945825	0.35128784
R2	2010-03-08	-62.1763629826	-58.8985039891	116.0	7	-0.0982	0.28559875	0.000237055	4.811737
R2	2010-03-15	-62.1763629826	-58.8985039891	116.0	7	-0.0653	-0.9031677	0.0026988392	3.6400146
R2	2010-03-23	-62.1763629826	-58.8985039891	116.0	8	-0.0195	-2.3688152	0.049048424	0.0
R2	2010-03-29	-62.1763629826	-58.8985039891	116.0	6	0.11	-0.96632606	0.010391535	0.86572266
R2	2010-04-05	-62.1763629826	-58.8985039891	116.0	7	-0.0513	-0.10991287	0.01208237	2.152832
R2	2010-04-12	-62.1763629826	-58.8985039891	116.0	7	-0.0683999999999999	0.027198792	0.0028690854	2.2762146
R2	2010-04-14	-62.1763629826	-58.8985039891	116.0	2	-0.0114	-0.122924805	0.0051890574	0.3062744
R2	2010-04-20	-62.1763629826	-58.8985039891	116.0	6	0.0686999999999999	-3.4098074	0.02906397	0.754364
R2	2010-04-27	-62.1763629826	-58.8985039891	116.0	7	-0.0304999999999999	-5.9091606	0.026286338	0.0
R2	2010-05-13	-62.1763629826	-58.8985039891	116.0	16	-0.025	-5.6137877	0.040685143	0.7100525
R2	2010-05-20	-62.1763629826	-58.8985039891	116.0	7	0.015	-2.6211777	0.027950222	0.0
R2	2010-11-09	-62.1763629826	-58.8985039891	116.0	173	0.57883	-2.9823058	0.42187494	0.40402222
R2	2010-11-29	-62.1763629826	-58.8985039891	116.0	20	-0.09783	-0.7097909	0.049294602	0.44555664
R2	2010-12-11	-62.1763629826	-58.8985039891	116.0	12	0.0608000000000001	-1.8502667	0.03157043	0.0
R2	2010-12-21	-62.1763629826	-58.8985039891	116.0	10	0.0628799999999999	-1.0847806	0.02080341	0.0
R2	2010-12-30	-62.1763629826	-58.8985039891	116.0	9	-0.04289	-0.07620239	0.020427978	1.8061829
R2	2011-01-07	-62.1763629826	-58.8985039891	116.0	8	-0.18979	0.28715345	0.0038736416	3.0455933
R2	2011-01-15	-62.1763629826	-58.8985039891	116.0	8	-0.0662	-0.3565911	0.0051348535	0.11087036
R2	2011-01-23	-62.1763629826	-58.8985039891	116.0	8	0.0045	-0.6620314	0.007999655	0.0
R2	2011-01-31	-62.1763629826	-58.8985039891	116.0	8	-0.1286	0.38990954	0.0134482235	4.5707703
R2	2011-02-07	-62.1763629826	-58.8985039891	116.0	7	-0.056	0.36019897	0.007678802	3.363037
R2	2011-02-15	-62.1763629826	-58.8985039891	116.0	8	-0.1232999999999999	1.045044	0.010230048	9.578491
R2	2011-02-25	-62.1763629826	-58.8985039891	116.0	10	-0.2552	1.3749028	0.0048142527	15.123932
R2	2011-03-14	-62.1763629826	-58.8985039891	116.0	17	-0.312	1.0019888	0.007643615	19.789032
R2	2011-03-22	-62.1763629826	-58.8985039891	116.0	8	-0.0737999999999999	-0.03722127	0.007650613	3.5664062
R2	2011-04-06	-62.1763629826	-58.8985039891	116.0	15	0.3286	-2.5417309	0.045858726	0.8114624
R2	2011-04-24	-62.1763629826	-58.8985039891	116.0	18	-0.0133999999999999	-4.4705777	0.06708296	0.089141846
R2	2011-05-10	-62.1763629826	-58.8985039891	116.0	16	0.1191999999999999	-5.472351	0.0434812	0.0
R2	2011-05-24	-62.1763629826	-58.8985039891	116.0	14	0.0277	-3.2062113	0.020930957	0.29144287
R2	2011-06-07	-62.1763629826	-58.8985039891	116.0	14	-0.0526	-3.567279	0.039003104	0.5991211
R2	2011-06-20	-62.1763629826	-58.8985039891	116.0	13	0.0096999999999999	-6.8867493	0.026443549	0.0
R2	2011-07-05	-62.1763629826	-58.8985039891	116.0	15	0.1009	-4.947424	0.04793468	0.0
R2	2011-07-19	-62.1763629826	-58.8985039891	116.0	14	-0.0270999999999999	-7.1310506	0.021053832	0.0
R2	2011-08-07	-62.1763629826	-58.8985039891	116.0	19	0.0348	-14.084253	0.03243607	0.0
R2	2011-08-22	-62.1763629826	-58.8985039891	116.0	15	0.0540999999999999	-7.6320686	0.022508103	0.0
R2	2011-09-06	-62.1763629826	-58.8985039891	116.0	15	0.0707	-4.36294	0.025545262	0.0
R2	2011-09-22	-62.1763629826	-58.8985039891	116.0	16	0.0378	-7.3717937	0.050467245	0.0
R2	2011-10-06	-62.1763629826	-58.8985039891	116.0	14	0.0028	-5.321938	0.0146555845	0.0
R2	2011-10-20	-62.1763629826	-58.8985039891	116.0	14	0.0617	-1.8160279	0.02388516	0.0
R2	2011-11-17	-62.1763629826	-58.8985039891	116.0	28	0.0629	-1.3732657	0.08928436	0.32043457
R2	2011-12-04	-62.1763629826	-58.8985039891	116.0	17	0.0545999999999999	-1.8456149	0.03373712	0.06161499
R2	2011-12-19	-62.1763629826	-58.8985039891	116.0	15	-0.3044	0.09443092	0.014183918	4.1795044
R2	2012-01-07	-62.1763629826	-58.8985039891	116.0	19	-0.1490999999999999	-0.39257354	0.035416454	0.61880493
R2	2012-01-20	-62.1763629826	-58.8985039891	116.0	13	-0.1711	0.22795105	0.0068713743	4.518341
R2	2012-02-04	-62.1763629826	-58.8985039891	116.0	15	-0.1494	0.11325836	0.007514103	4.067749
R2	2012-02-19	-62.1763629826	-58.8985039891	116.0	15	-0.1028	0.15786743	0.012092486	8.943573
R2	2012-03-04	-62.1763629826	-58.8985039891	116.0	14	-0.2632	-0.7576864	0.004307989	6.135132
R2	2012-03-17	-62.1763629826	-58.8985039891	116.0	13	-0.2519999999999999	0.7708108	0.0023677715	11.34082
R2	2012-03-30	-62.1763629826	-58.8985039891	116.0	13	-0.072	-1.6256692	0.020559724	0.64016724
R3	2007-12-09	-62.1750969895	-58.8945636931	135.0	31	0.0813600000000001	-2.2615452	0.060473308	0.44458008
R3	2007-12-18	-62.1750969895	-58.8945636931	135.0	9	0.0104399999999999	-1.2138855	0.005512779	0.0
R3	2007-12-26	-62.1750969895	-58.8945636931	135.0	8	-0.01164	-0.7977193	0.007125888	0.0
R3	2008-01-05	-62.1750969895	-58.8945636931	135.0	10	-0.19616	-0.075414486	0.009094913	2.651123
R3	2008-01-12	-62.1750969895	-58.8945636931	135.0	7	0.02634	-0.76000214	0.009206373	0.0
R3	2008-01-19	-62.1750969895	-58.8945636931	135.0	7	-0.05578	-0.41509247	0.0042865686	1.0860901
R3	2008-01-26	-62.1750969895	-58.8945636931	135.0	7	-0.15756	1.0178833	0.004887358	8.143066
R3	2008-02-02	-62.1750969895	-58.8945636931	135.0	7	-0.0925599999999999	0.6064644	2.7733156e-05	4.8937683
R3	2008-02-09	-62.1750969895	-58.8945636931	135.0	7	-0.01856	-0.23322678	0.009557168	0.36343384
R3	2008-02-16	-62.1750969895	-58.8945636931	135.0	7	-0.12668	0.89556503	0.00012025237	7.459137
R3	2008-02-24	-62.1750969895	-58.8945636931	135.0	8	-0.1552	1.2006192	0.0019542915	10.814209
R3	2008-03-02	-62.1750969895	-58.8945636931	135.0	7	-0.024	0.4900589	0.014357213	6.32428
R3	2008-03-07	-62.1750969895	-58.8945636931	135.0	5	-0.088	1.1956533	0.000244354	7.1739197
R3	2008-03-09	-62.1750969895	-58.8945636931	135.0	2	-0.016	0.4376119	0.00027799176	1.7074585
R3	2008-11-03	-62.1750969895	-58.8945636931	135.0	239	0.62984	-2.962969	0.4692993	10.211761
R3	2008-11-13	-62.1750969895	-58.8945636931	135.0	10	-0.0314399999999999	-2.7507296	0.022290135	0.0
R3	2008-11-21	-62.1750969895	-58.8945636931	135.0	8	0.0388	-1.1119148	0.0070662824	0.5776367
R3	2008-11-28	-62.1750969895	-58.8945636931	135.0	7	-0.11804	0.1317482	0.0017112349	2.8034058
R3	2008-12-05	-62.1750969895	-58.8945636931	135.0	7	-0.0837099999999999	-0.18831635	0.0009645205	1.4457397
R3	2008-12-09	-62.1750969895	-58.8945636931	135.0	4	0.0285999999999999	-1.2973754	0.0037737014	0.0
R3	2008-12-13	-62.1750969895	-58.8945636931	135.0	4	-0.0211499999999999	-0.7090942	0.008963645	0.0
R3	2008-12-19	-62.1750969895	-58.8945636931	135.0	6	-0.0630399999999999	0.14286587	0.0019074351	2.6646729
R3	2008-12-26	-62.1750969895	-58.8945636931	135.0	7	-0.07944	-0.07684326	0.0033592044	2.3984985
R3	2009-01-02	-62.1750969895	-58.8945636931	135.0	7	0.0077599999999999	-0.58304214	0.01172328	0.060913086
R3	2009-01-09	-62.1750969895	-58.8945636931	135.0	7	-0.13338	0.35528946	0.001727638	3.3582153
R3	2009-01-17	-62.1750969895	-58.8945636931	135.0	8	-0.1698	1.0010071	0.00018800411	9.040924
R3	2009-01-24	-62.1750969895	-58.8945636931	135.0	7	-0.05	0.27969742	0.027771477	2.5531921
R3	2009-01-30	-62.1750969895	-58.8945636931	135.0	6	-0.243	1.2304077	4.1200314e-05	8.612854
R3	2009-01-31	-62.1750969895	-58.8945636931	135.0	1	-0.0	0.8089905	0.0008162891	1.617981
R3	2009-02-06	-62.1750969895	-58.8945636931	135.0	6	-0.03	-0.13251604	0.014866563	1.229126
R3	2009-02-13	-62.1750969895	-58.8945636931	135.0	7	0.057	0.844738	0.000876016	7.5288086
R3	2009-02-21	-62.1750969895	-58.8945636931	135.0	8	-0.027	0.15264553	0.011263422	3.225769
R3	2009-02-28	-62.1750969895	-58.8945636931	135.0	7	-0.1529999999999999	0.5427284	0.0017620007	4.9164734
R3	2009-03-01	-62.1750969895	-58.8945636931	135.0	1	0.0179999999999999	-0.5316162	0.00039157993	0.0
R3	2009-03-27	-62.1750969895	-58.8945636931	135.0	26	-0.333	0.55105025	0.02475149	18.299286
R3	2009-11-12	-62.1750969895	-58.8945636931	135.0	230	1.6276	-5.484052	0.64132583	0.17016602
R3	2009-11-23	-62.1750969895	-58.8945636931	135.0	11	0.0403	-2.5307312	0.009377374	0.0
R3	2009-12-04	-62.1750969895	-58.8945636931	135.0	11	-0.0587	-2.0469615	0.053571507	0.0
R3	2009-12-07	-62.1750969895	-58.8945636931	135.0	3	0.0537	-2.2154999	0.005772207	0.0
R3	2009-12-13	-62.1750969895	-58.8945636931	135.0	6	0.0167	-1.3944702	0.009903145	0.0
R3	2009-12-21	-62.1750969895	-58.8945636931	135.0	8	-0.1026	0.051120333	0.0031687277	1.4973755
R3	2009-12-28	-62.1750969895	-58.8945636931	135.0	7	-0.1071999999999999	-0.588871	0.025962185	0.1257019
R3	2010-01-11	-62.1750969895	-58.8945636931	135.0	14	0.0307999999999999	-1.2136312	0.010161627	0.0
R3	2010-01-18	-62.1750969895	-58.8945636931	135.0	7	-0.0547999999999999	-0.3711815	0.0079913335	1.4081116
R3	2010-01-25	-62.1750969895	-58.8945636931	135.0	7	-0.1088	0.039131165	0.0019988464	2.0671387
R3	2010-02-01	-62.1750969895	-58.8945636931	135.0	7	-0.0257999999999999	-0.5673065	0.011110281	0.5722046
R3	2010-02-15	-62.1750969895	-58.8945636931	135.0	14	-0.0149	-0.9061442	0.044821832	0.09176636
R3	2010-02-22	-62.1750969895	-58.8945636931	135.0	7	-0.0259999999999999	-0.9744148	0.0007789441	0.14303589
R3	2010-03-01	-62.1750969895	-58.8945636931	135.0	7	0.0186999999999999	-1.1364708	0.019945825	0.07437134
R3	2010-03-08	-62.1750969895	-58.8945636931	135.0	7	-0.0948999999999999	0.114608765	0.000237055	3.956787
R3	2010-03-15	-62.1750969895	-58.8945636931	135.0	7	-0.0381	-1.0741577	0.0026988392	2.97406
R3	2010-03-23	-62.1750969895	-58.8945636931	135.0	8	0.0376	-2.5398052	0.049048424	0.0
R3	2010-03-29	-62.1750969895	-58.8945636931	135.0	6	0.0665999999999999	-1.137316	0.010391535	0.5237427
R3	2010-04-05	-62.1750969895	-58.8945636931	135.0	7	-0.0455999999999999	-0.28090286	0.01208237	1.724762
R3	2010-04-12	-62.1750969895	-58.8945636931	135.0	7	-0.0741	-0.1437912	0.0028690854	1.5922546
R3	2010-04-14	-62.1750969895	-58.8945636931	135.0	2	0.0114	-0.2939148	0.0051890574	0.13528442
R3	2010-04-20	-62.1750969895	-58.8945636931	135.0	6	-0.0062999999999999	-3.5807974	0.02906397	0.41238403
R3	2010-04-27	-62.1750969895	-58.8945636931	135.0	7	0.0184	-6.0801506	0.026286338	0.0
R3	2010-05-13	-62.1750969895	-58.8945636931	135.0	16	0.01	-5.7847776	0.040685143	0.5390625
R3	2010-05-20	-62.1750969895	-58.8945636931	135.0	7	0.03	-2.7921677	0.027950222	0.0
R3	2010-11-09	-62.1750969895	-58.8945636931	135.0	173	0.5951000000000001	-3.1532958	0.42187494	0.008117676
R3	2010-11-29	-62.1750969895	-58.8945636931	135.0	20	-0.0282	-0.8807809	0.049294602	0.27456665
R3	2010-12-11	-62.1750969895	-58.8945636931	135.0	12	0.0492	-2.0212567	0.03157043	0.0
R3	2010-12-21	-62.1750969895	-58.8945636931	135.0	10	0.0514	-1.2557706	0.02080341	0.0
R3	2010-12-30	-62.1750969895	-58.8945636931	135.0	9	-0.0315999999999999	-0.24719238	0.020427978	1.3809204
R3	2011-01-07	-62.1750969895	-58.8945636931	135.0	8	-0.2325	0.11616346	0.0038736416	2.1010742
R3	2011-01-15	-62.1750969895	-58.8945636931	135.0	8	-0.0534	-0.5275811	0.0051348535	0.0
R3	2011-01-23	-62.1750969895	-58.8945636931	135.0	8	-0.0026	-0.8330214	0.007999655	0.0
R3	2011-01-31	-62.1750969895	-58.8945636931	135.0	8	-0.0018999999999999	0.21891955	0.0134482235	3.7158203
R3	2011-02-07	-62.1750969895	-58.8945636931	135.0	7	-0.0555999999999999	0.18920898	0.007678802	2.5598145
